"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","86.54","","","","2"
"2002","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","84.54","","","","2"
"2003","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","83.15","","","","2"
"2004","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","78.20","","","","2"
"2005","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","76.96","","","","2"
"2006","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","78.57","","","","2"
"2007","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","74.50","","","","2"
"2008","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","70.94","","","","2"
"2009","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","69.30","","","","2"
"2010","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","65.58","","","","2"
"2011","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","61.17","","","","2"
"2012","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","59.04","","","","2"
"2013","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","52.58","","","","2"
"2014","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","49.93","","","","2"
"2015","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","51.05","","","","2"
"2016","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","53.29","","","","2"
"2017","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","56.35","","","","2"
"2018","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","60.40","","","","2"
"2019","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","60.99","","","","2"
"2020","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","55.54","","","","2"
"2021","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","56.17","","","","2"
"2022","Ontario [35]","2016A000235","Crime severity index","Index","160","units","0","v66443052","1.1","58.47","","","","2"
"2001","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","61.25","","","","2"
"2002","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","0.00","","","","2"
"2003","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","0.00","","","","2"
"2004","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","0.00","","","","2"
"2005","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","0.00","","","","2"
"2006","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2007","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2008","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2009","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2010","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2011","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2012","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2013","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2014","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2015","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2016","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2017","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2018","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2019","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2020","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2021","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2022","Meaford-Thornbury, Ontario, municipal [35001]","2021A002535001","Crime severity index","Index","160","units","0","v66443070","2.1","","..","","","2"
"2001","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","69.46","","","","2"
"2002","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","82.41","","","","2"
"2003","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","92.11","","","","2"
"2004","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","167.44","","","","2"
"2005","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","151.03","","","","2"
"2006","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","162.20","","","","2"
"2007","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","152.63","","","","2"
"2008","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","107.31","","","","2"
"2009","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","102.80","","","","2"
"2010","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","122.36","","","","2"
"2011","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","97.13","","","","2"
"2012","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","91.17","","","","2"
"2013","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","76.76","","","","2"
"2014","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","131.04","","","","2"
"2015","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","82.54","","","","2"
"2016","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","67.14","","","","2"
"2017","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","69.33","","","","2"
"2018","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","70.84","","","","2"
"2019","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","107.83","","","","2"
"2020","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","78.01","","","","2"
"2021","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","75.21","","","","2"
"2022","Akwesasne Mohawk, Ontario, municipal [35002]","2021A002535002","Crime severity index","Index","160","units","0","v66443082","3.1","47.84","","","","2"
"2001","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","0.00","","","","2"
"2002","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","0.00","","","","2"
"2003","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","0.00","","","","2"
"2004","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","0.00","","","","2"
"2005","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","0.00","","","","2"
"2006","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2007","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2008","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2009","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2010","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2011","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2012","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2013","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2014","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2015","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2016","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2017","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2018","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2019","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2020","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2021","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2022","Alexandria, Ontario, municipal [35003]","2021A002535003","Crime severity index","Index","160","units","0","v66443094","4.1","","..","","","2"
"2001","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","78.49","","","","2"
"2002","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","69.39","","","","2"
"2003","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","87.76","","","","2"
"2004","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","69.92","","","","2"
"2005","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","73.49","","","","2"
"2006","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","90.42","","","","2"
"2007","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","86.69","","","","2"
"2008","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","82.24","","","","2"
"2009","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","83.68","","","","2"
"2010","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","88.66","","","","2"
"2011","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","74.21","","","","2"
"2012","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","58.88","","","","2"
"2013","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","62.13","","","","2"
"2014","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","95.86","","","","2"
"2015","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","66.49","","","","2"
"2016","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","95.11","","","","2"
"2017","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","90.30","","","","2"
"2018","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","106.07","","","","2"
"2019","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","124.73","","","","2"
"2020","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","90.84","","","","2"
"2021","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","102.46","","","","2"
"2022","Hanover, Ontario, municipal [35005]","2021A002535005","Crime severity index","Index","160","units","0","v66443106","5.1","99.13","","","","2"
"2001","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","0.00","","","","2"
"2002","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","0.51","","","","2"
"2003","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","24.29","","","","2"
"2004","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","38.23","","","","2"
"2005","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","34.37","","","","2"
"2006","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","48.60","","","","2"
"2007","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","35.39","","","","2"
"2008","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","21.45","","","","2"
"2009","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","21.16","","","","2"
"2010","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","21.96","","","","2"
"2011","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","21.92","","","","2"
"2012","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","131.18","","","","2"
"2013","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","121.28","","","","2"
"2014","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","120.17","","","","2"
"2015","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","136.86","","","","2"
"2016","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","166.76","","","","2"
"2017","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","143.86","","","","2"
"2018","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","200.67","","","","2"
"2019","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","181.16","","","","2"
"2020","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","223.50","","","","2"
"2021","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","161.19","","","","2"
"2022","Anishinabek, Ontario, municipal [35006]","2021A002535006","Crime severity index","Index","160","units","0","v66443118","6.1","158.21","","","","2"
"2001","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","45.29","","","","2"
"2002","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","55.28","","","","2"
"2003","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","41.29","","","","2"
"2004","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","35.63","","","","2"
"2005","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","35.45","","","","2"
"2006","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","36.84","","","","2"
"2007","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","32.36","","","","2"
"2008","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","32.03","","","","2"
"2009","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","32.41","","","","2"
"2010","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","24.81","","","","2"
"2011","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","25.04","","","","2"
"2012","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","17.06","","","","2"
"2013","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","20.70","","","","2"
"2014","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","17.11","","","","2"
"2015","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","19.39","","","","2"
"2016","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","27.03","","","","2"
"2017","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","20.83","","","","2"
"2018","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","27.99","","","","2"
"2019","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","","..","","","2"
"2020","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","","..","","","2"
"2021","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","","..","","","2"
"2022","Amherstburg, Ontario, municipal [35007]","2021A002535007","Crime severity index","Index","160","units","0","v66443130","7.1","","..","","","2"
"2001","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","95.19","","","","2"
"2002","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","89.26","","","","2"
"2003","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","85.44","","","","2"
"2004","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","81.80","","","","2"
"2005","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","87.60","","","","2"
"2006","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","95.61","","","","2"
"2007","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","92.13","","","","2"
"2008","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","89.75","","","","2"
"2009","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","91.71","","","","2"
"2010","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","88.37","","","","2"
"2011","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","82.20","","","","2"
"2012","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","92.05","","","","2"
"2013","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","71.94","","","","2"
"2014","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","61.66","","","","2"
"2015","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","62.11","","","","2"
"2016","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","65.97","","","","2"
"2017","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","74.63","","","","2"
"2018","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","75.53","","","","2"
"2019","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","69.83","","","","2"
"2020","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","78.89","","","","2"
"2021","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","78.93","","","","2"
"2022","Chatham-Kent, Ontario, municipal [35009]","2021A002535009","Crime severity index","Index","160","units","0","v66443142","8.1","71.28","","","","2"
"2001","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","86.18","","","","2"
"2002","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","87.96","","","","2"
"2003","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","90.70","","","","2"
"2004","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","82.36","","","","2"
"2005","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","84.53","","","","2"
"2006","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","83.42","","","","2"
"2007","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","77.03","","","","2"
"2008","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","70.20","","","","2"
"2009","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","68.09","","","","2"
"2010","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","61.34","","","","2"
"2011","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","58.75","","","","2"
"2012","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","58.94","","","","2"
"2013","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","49.66","","","","2"
"2014","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","45.50","","","","2"
"2015","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","47.39","","","","2"
"2016","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","52.07","","","","2"
"2017","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","52.32","","","","2"
"2018","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","55.81","","","","2"
"2019","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","58.69","","","","2"
"2020","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","48.31","","","","2"
"2021","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","48.92","","","","2"
"2022","Ottawa, Ontario, municipal [35010]","2021A002535010","Crime severity index","Index","160","units","0","v66443154","9.1","54.06","","","","2"
"2001","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","254.11","","","","2"
"2002","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","377.48","","","","2"
"2003","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","464.36","","","","2"
"2004","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","361.35","","","","2"
"2005","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","245.13","","","","2"
"2006","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","250.51","","","","2"
"2007","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","260.90","","","","2"
"2008","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","261.06","","","","2"
"2009","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","266.60","","","","2"
"2010","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","265.43","","","","2"
"2011","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","240.79","","","","2"
"2012","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","238.19","","","","2"
"2013","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","289.25","","","","2"
"2014","Nishnawbe-Aski Nation, Ontario, municipal [35011]","2021A002535011","Crime severity index","Index","160","units","0","v66443166","10.1","229.46","","","","2"
